Pallet: "pallet_membership", Extrinsic: "add_member", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
m,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
39,18528,1347,0,0,0,0,0
39,18848,1294,0,0,0,0,0
39,18588,1302,0,0,0,0,0
39,18816,1292,0,0,0,0,0
39,18664,1434,0,0,0,0,0
39,18737,1374,0,0,0,0,0
39,18725,1399,0,0,0,0,0
39,18992,1400,0,0,0,0,0
39,18486,1385,0,0,0,0,0
39,18501,1322,0,0,0,0,0
39,18462,1309,0,0,0,0,0
39,18635,1374,0,0,0,0,0
39,18734,1354,0,0,0,0,0
39,18634,1320,0,0,0,0,0
39,18300,1336,0,0,0,0,0
40,20843,1465,0,0,0,0,0
40,19170,1323,0,0,0,0,0
40,18848,1292,0,0,0,0,0
40,18823,1272,0,0,0,0,0
40,19041,1309,0,0,0,0,0
40,18797,1328,0,0,0,0,0
40,18688,1299,0,0,0,0,0
40,18812,1368,0,0,0,0,0
40,18763,1355,0,0,0,0,0
40,18842,1315,0,0,0,0,0
40,18353,1324,0,0,0,0,0
40,18894,1348,0,0,0,0,0
40,18813,1356,0,0,0,0,0
40,18788,1341,0,0,0,0,0
40,18551,1333,0,0,0,0,0
40,18608,1308,0,0,0,0,0
40,18360,1312,0,0,0,0,0
40,18991,1324,0,0,0,0,0
40,19469,1386,0,0,0,0,0
40,18733,1314,0,0,0,0,0
41,21396,1524,0,0,0,0,0
41,19297,1369,0,0,0,0,0
41,19047,1383,0,0,0,0,0
41,18491,1393,0,0,0,0,0
41,18619,1423,0,0,0,0,0
41,18385,1355,0,0,0,0,0
41,18641,1353,0,0,0,0,0
41,18443,1336,0,0,0,0,0
41,18213,1382,0,0,0,0,0
41,18581,1386,0,0,0,0,0
41,18859,1347,0,0,0,0,0
41,18585,1367,0,0,0,0,0
41,18419,1394,0,0,0,0,0
41,18465,1301,0,0,0,0,0
41,18619,1327,0,0,0,0,0
41,18323,1302,0,0,0,0,0
41,18394,1273,0,0,0,0,0
41,18536,1338,0,0,0,0,0
41,18410,1393,0,0,0,0,0
41,18744,1406,0,0,0,0,0
42,20367,1454,0,0,0,0,0
42,19283,1395,0,0,0,0,0
42,19024,1452,0,0,0,0,0
42,19508,1390,0,0,0,0,0
42,18897,1302,0,0,0,0,0
42,18971,1330,0,0,0,0,0
42,18771,1304,0,0,0,0,0
42,18467,1304,0,0,0,0,0
42,18679,1333,0,0,0,0,0
42,18890,1328,0,0,0,0,0
42,18561,1310,0,0,0,0,0
42,19018,1330,0,0,0,0,0
42,18973,1267,0,0,0,0,0
42,18682,1303,0,0,0,0,0
42,18538,1334,0,0,0,0,0
42,18543,1298,0,0,0,0,0
42,18835,1324,0,0,0,0,0
42,18705,1268,0,0,0,0,0
42,18458,1316,0,0,0,0,0
42,18576,1287,0,0,0,0,0
43,20706,1531,0,0,0,0,0
43,19631,1414,0,0,0,0,0
43,19002,1384,0,0,0,0,0
43,18618,1318,0,0,0,0,0
43,18482,1301,0,0,0,0,0
43,19887,1438,0,0,0,0,0
43,19128,1376,0,0,0,0,0
43,18757,1350,0,0,0,0,0
43,18497,1304,0,0,0,0,0
43,18459,1320,0,0,0,0,0
43,18720,1305,0,0,0,0,0
43,18924,1351,0,0,0,0,0
43,18881,1349,0,0,0,0,0
43,18685,1326,0,0,0,0,0
43,18660,1343,0,0,0,0,0
43,18510,1368,0,0,0,0,0
43,18660,1372,0,0,0,0,0
43,18759,1351,0,0,0,0,0
43,18858,1330,0,0,0,0,0
43,18694,1340,0,0,0,0,0
44,20951,1531,0,0,0,0,0
44,19548,1440,0,0,0,0,0
44,18963,1448,0,0,0,0,0
44,18997,1465,0,0,0,0,0
44,19052,1409,0,0,0,0,0
44,18928,1375,0,0,0,0,0
44,18836,1383,0,0,0,0,0
44,18990,1388,0,0,0,0,0
44,18995,1393,0,0,0,0,0
44,18971,1382,0,0,0,0,0
44,18872,1359,0,0,0,0,0
44,18816,1406,0,0,0,0,0
44,18822,1416,0,0,0,0,0
44,18843,1391,0,0,0,0,0
44,18835,1397,0,0,0,0,0
44,18718,1368,0,0,0,0,0
44,18927,1415,0,0,0,0,0
44,18679,1380,0,0,0,0,0
44,19023,1431,0,0,0,0,0
44,18649,1416,0,0,0,0,0
45,21318,1470,0,0,0,0,0
45,19643,1366,0,0,0,0,0
45,19355,1351,0,0,0,0,0
45,18826,1357,0,0,0,0,0
45,19247,1361,0,0,0,0,0
45,19202,1328,0,0,0,0,0
45,19458,1373,0,0,0,0,0
45,19087,1350,0,0,0,0,0
45,18770,1482,0,0,0,0,0
45,19357,1376,0,0,0,0,0
45,19147,1382,0,0,0,0,0
45,19182,1307,0,0,0,0,0
45,19241,1405,0,0,0,0,0
45,18817,1381,0,0,0,0,0
45,19099,1374,0,0,0,0,0
45,19219,1420,0,0,0,0,0
45,19242,1324,0,0,0,0,0
45,19053,1347,0,0,0,0,0
45,18876,1337,0,0,0,0,0
45,19477,1329,0,0,0,0,0
46,20844,1417,0,0,0,0,0
46,19327,1338,0,0,0,0,0
46,19250,1318,0,0,0,0,0
46,19272,1316,0,0,0,0,0
46,19280,1318,0,0,0,0,0
46,18829,1284,0,0,0,0,0
46,18967,1302,0,0,0,0,0
46,18924,1350,0,0,0,0,0
46,19149,1239,0,0,0,0,0
46,19231,1298,0,0,0,0,0
46,19431,1406,0,0,0,0,0
46,19004,1315,0,0,0,0,0
46,19017,1294,0,0,0,0,0
46,19024,1321,0,0,0,0,0
46,19507,1343,0,0,0,0,0
46,19229,1303,0,0,0,0,0
46,19083,1301,0,0,0,0,0
46,19191,1359,0,0,0,0,0
46,19238,1315,0,0,0,0,0
46,19165,1302,0,0,0,0,0
47,20843,1416,0,0,0,0,0
47,19300,1277,0,0,0,0,0
47,19281,1297,0,0,0,0,0
47,18730,1333,0,0,0,0,0
47,18783,1269,0,0,0,0,0
47,18910,1362,0,0,0,0,0
47,18913,1271,0,0,0,0,0
47,18940,1337,0,0,0,0,0
47,18704,1296,0,0,0,0,0
47,18706,1341,0,0,0,0,0
47,18643,1268,0,0,0,0,0
47,19000,1346,0,0,0,0,0
47,18899,1319,0,0,0,0,0
47,18941,1299,0,0,0,0,0
47,19768,1312,0,0,0,0,0
47,19040,1313,0,0,0,0,0
47,18938,1323,0,0,0,0,0
47,19074,1341,0,0,0,0,0
47,18855,1294,0,0,0,0,0
47,19436,1347,0,0,0,0,0
48,21051,1531,0,0,0,0,0
48,19461,1360,0,0,0,0,0
48,18883,1341,0,0,0,0,0
48,19255,1342,0,0,0,0,0
48,19108,1370,0,0,0,0,0
48,18787,1331,0,0,0,0,0
48,19207,1411,0,0,0,0,0
48,19152,1409,0,0,0,0,0
48,18732,1364,0,0,0,0,0
48,19189,1400,0,0,0,0,0
48,18985,1312,0,0,0,0,0
48,18960,1435,0,0,0,0,0
48,19059,1419,0,0,0,0,0
48,18779,1371,0,0,0,0,0
48,19390,1325,0,0,0,0,0
48,19023,1373,0,0,0,0,0
48,19332,1361,0,0,0,0,0
48,19216,1414,0,0,0,0,0
48,19044,1371,0,0,0,0,0
48,19371,1397,0,0,0,0,0
49,23037,1544,0,0,0,0,0
49,20100,1407,0,0,0,0,0
49,19497,1379,0,0,0,0,0
49,19360,1373,0,0,0,0,0
49,19244,1348,0,0,0,0,0
49,19491,1380,0,0,0,0,0
49,19206,1347,0,0,0,0,0
49,19423,1336,0,0,0,0,0
49,19271,1343,0,0,0,0,0
49,19541,1346,0,0,0,0,0
49,19163,1348,0,0,0,0,0
49,19258,1398,0,0,0,0,0
49,19521,1354,0,0,0,0,0
49,19337,1362,0,0,0,0,0
49,19495,1333,0,0,0,0,0
49,19539,1363,0,0,0,0,0
49,19569,1351,0,0,0,0,0
49,19046,1340,0,0,0,0,0
49,18964,1353,0,0,0,0,0
49,18877,1386,0,0,0,0,0
50,21382,1430,0,0,0,0,0
50,19672,1313,0,0,0,0,0
50,19878,1347,0,0,0,0,0
50,19647,1301,0,0,0,0,0
50,19460,1294,0,0,0,0,0
50,19507,1326,0,0,0,0,0
50,19926,1302,0,0,0,0,0
50,19678,1314,0,0,0,0,0
50,19751,1362,0,0,0,0,0
50,20106,1321,0,0,0,0,0
50,19464,1271,0,0,0,0,0
50,19138,1303,0,0,0,0,0
50,19458,1326,0,0,0,0,0
50,19261,1300,0,0,0,0,0
50,19279,1335,0,0,0,0,0
50,19451,1313,0,0,0,0,0
50,19512,1340,0,0,0,0,0
50,19453,1305,0,0,0,0,0
50,19488,1309,0,0,0,0,0
50,19264,1284,0,0,0,0,0
51,21104,1500,0,0,0,0,0
51,20213,1418,0,0,0,0,0
51,19601,1342,0,0,0,0,0
51,19340,1401,0,0,0,0,0
51,19379,1353,0,0,0,0,0
51,19386,1293,0,0,0,0,0
51,19258,1392,0,0,0,0,0
51,19515,1387,0,0,0,0,0
51,19203,1313,0,0,0,0,0
51,19520,1357,0,0,0,0,0
51,19654,1317,0,0,0,0,0
51,19702,1278,0,0,0,0,0
51,25512,1301,0,0,0,0,0
51,19782,1324,0,0,0,0,0
51,19399,1348,0,0,0,0,0
51,19203,1325,0,0,0,0,0
51,19424,1374,0,0,0,0,0
51,19314,1331,0,0,0,0,0
51,19448,1356,0,0,0,0,0
51,19297,1386,0,0,0,0,0
52,20687,1452,0,0,0,0,0
52,19117,1327,0,0,0,0,0
52,19265,1246,0,0,0,0,0
52,18938,1282,0,0,0,0,0
52,18690,1212,0,0,0,0,0
52,18937,1280,0,0,0,0,0
52,19039,1234,0,0,0,0,0
52,19053,1285,0,0,0,0,0
52,19263,1356,0,0,0,0,0
52,19210,1281,0,0,0,0,0
52,19252,1267,0,0,0,0,0
52,19022,1287,0,0,0,0,0
52,18757,1429,0,0,0,0,0
52,19010,1302,0,0,0,0,0
52,19047,1366,0,0,0,0,0
52,19272,1352,0,0,0,0,0
52,19854,1320,0,0,0,0,0
52,19693,1279,0,0,0,0,0
52,19527,1351,0,0,0,0,0
52,19255,1325,0,0,0,0,0
53,21072,1567,0,0,0,0,0
53,19915,1419,0,0,0,0,0
53,19652,1407,0,0,0,0,0
53,19781,1467,0,0,0,0,0
53,19319,1381,0,0,0,0,0
53,19600,1377,0,0,0,0,0
53,19418,1409,0,0,0,0,0
53,19529,1332,0,0,0,0,0
53,19543,1387,0,0,0,0,0
53,19745,1415,0,0,0,0,0
53,19635,1329,0,0,0,0,0
53,19933,1312,0,0,0,0,0
53,19299,1411,0,0,0,0,0
53,19350,1264,0,0,0,0,0
53,19406,1381,0,0,0,0,0
53,19391,1410,0,0,0,0,0
53,19747,1388,0,0,0,0,0
53,19451,1353,0,0,0,0,0
53,19596,1311,0,0,0,0,0
53,19729,1302,0,0,0,0,0
54,22056,1537,0,0,0,0,0
54,20481,1316,0,0,0,0,0
54,20297,1395,0,0,0,0,0
54,19962,1330,0,0,0,0,0
54,20064,1334,0,0,0,0,0
54,19707,1334,0,0,0,0,0
54,20454,1392,0,0,0,0,0
54,20166,1387,0,0,0,0,0
54,19884,1380,0,0,0,0,0
54,20011,1426,0,0,0,0,0
54,20003,1330,0,0,0,0,0
54,19513,1309,0,0,0,0,0
54,19869,1413,0,0,0,0,0
54,19626,1361,0,0,0,0,0
54,19901,1328,0,0,0,0,0
54,19506,1363,0,0,0,0,0
54,19589,1298,0,0,0,0,0
54,19864,1363,0,0,0,0,0
54,19995,1335,0,0,0,0,0
54,19618,1342,0,0,0,0,0
55,22208,1498,0,0,0,0,0
55,20517,1334,0,0,0,0,0
55,20231,1398,0,0,0,0,0
55,20072,1408,0,0,0,0,0
55,20119,1363,0,0,0,0,0
55,19964,1403,0,0,0,0,0
55,20073,1377,0,0,0,0,0
55,20335,1346,0,0,0,0,0
55,20097,1324,0,0,0,0,0
55,20772,1369,0,0,0,0,0
55,20027,1334,0,0,0,0,0
55,20026,1307,0,0,0,0,0
55,20320,1355,0,0,0,0,0
55,19968,1317,0,0,0,0,0
55,20290,1392,0,0,0,0,0
55,20044,1315,0,0,0,0,0
55,19608,1335,0,0,0,0,0
55,20178,1274,0,0,0,0,0
55,20545,1319,0,0,0,0,0
55,20192,1367,0,0,0,0,0
56,21825,1470,0,0,0,0,0
56,20609,1373,0,0,0,0,0
56,20404,1264,0,0,0,0,0
56,19996,1341,0,0,0,0,0
56,19627,1291,0,0,0,0,0
56,19677,1321,0,0,0,0,0
56,19910,1244,0,0,0,0,0
56,19553,1314,0,0,0,0,0
56,19621,1288,0,0,0,0,0
56,20027,1252,0,0,0,0,0
56,20288,1315,0,0,0,0,0
56,20643,1426,0,0,0,0,0
56,20058,1410,0,0,0,0,0
56,19584,1326,0,0,0,0,0
56,19777,1346,0,0,0,0,0
56,19848,1322,0,0,0,0,0
56,19590,1337,0,0,0,0,0
56,19552,1329,0,0,0,0,0
56,19694,1374,0,0,0,0,0
56,19519,1316,0,0,0,0,0
57,21482,1545,0,0,0,0,0
57,19837,1349,0,0,0,0,0
57,19830,1328,0,0,0,0,0
57,19693,1309,0,0,0,0,0
57,19669,1390,0,0,0,0,0
57,19717,1344,0,0,0,0,0
57,20078,1335,0,0,0,0,0
57,19594,1331,0,0,0,0,0
57,19649,1315,0,0,0,0,0
57,19841,1281,0,0,0,0,0
57,33332,1367,0,0,0,0,0
57,19620,1342,0,0,0,0,0
57,19452,1323,0,0,0,0,0
57,19824,1375,0,0,0,0,0
57,19808,1314,0,0,0,0,0
57,19766,1436,0,0,0,0,0
57,19777,1407,0,0,0,0,0
57,20391,1435,0,0,0,0,0
57,20057,1441,0,0,0,0,0
57,20197,1451,0,0,0,0,0
58,21890,1470,0,0,0,0,0
58,20377,1372,0,0,0,0,0
58,20071,1349,0,0,0,0,0
58,20242,1318,0,0,0,0,0
58,20144,1328,0,0,0,0,0
58,19843,1376,0,0,0,0,0
58,20227,1328,0,0,0,0,0
58,19919,1348,0,0,0,0,0
58,19712,1341,0,0,0,0,0
58,20623,1456,0,0,0,0,0
58,19872,1367,0,0,0,0,0
58,20827,1449,0,0,0,0,0
58,20456,1432,0,0,0,0,0
58,20210,1350,0,0,0,0,0
58,19873,1441,0,0,0,0,0
58,20034,1457,0,0,0,0,0
58,20173,1422,0,0,0,0,0
58,20233,1426,0,0,0,0,0
58,20144,1368,0,0,0,0,0
58,20164,1386,0,0,0,0,0
59,22040,1540,0,0,0,0,0
59,20339,1394,0,0,0,0,0
59,20469,1363,0,0,0,0,0
59,19773,1413,0,0,0,0,0
59,19997,1325,0,0,0,0,0
59,19580,1391,0,0,0,0,0
59,19503,1369,0,0,0,0,0
59,19844,1591,0,0,0,0,0
59,20092,1353,0,0,0,0,0
59,19860,1374,0,0,0,0,0
59,20082,1296,0,0,0,0,0
59,19643,1396,0,0,0,0,0
59,19904,1332,0,0,0,0,0
59,19663,1312,0,0,0,0,0
59,19816,1262,0,0,0,0,0
59,19708,1334,0,0,0,0,0
59,19668,1312,0,0,0,0,0
59,19514,1368,0,0,0,0,0
59,20276,1329,0,0,0,0,0
59,19784,1383,0,0,0,0,0
60,22442,1446,0,0,0,0,0
60,20901,1368,0,0,0,0,0
60,20322,1406,0,0,0,0,0
60,20664,1327,0,0,0,0,0
60,20556,1305,0,0,0,0,0
60,20312,1396,0,0,0,0,0
60,20544,1419,0,0,0,0,0
60,20371,1370,0,0,0,0,0
60,20544,1313,0,0,0,0,0
60,20660,1339,0,0,0,0,0
60,20609,1360,0,0,0,0,0
60,20767,1329,0,0,0,0,0
60,20294,1292,0,0,0,0,0
60,20277,1325,0,0,0,0,0
60,20619,1337,0,0,0,0,0
60,20592,1335,0,0,0,0,0
60,20702,1335,0,0,0,0,0
60,20708,1345,0,0,0,0,0
60,20705,1274,0,0,0,0,0
60,20195,1309,0,0,0,0,0
61,22171,1480,0,0,0,0,0
61,20664,1421,0,0,0,0,0
61,20727,1393,0,0,0,0,0
61,20774,1333,0,0,0,0,0
61,20591,1478,0,0,0,0,0
61,20612,1380,0,0,0,0,0
61,20056,1429,0,0,0,0,0
61,20120,1393,0,0,0,0,0
61,20163,1407,0,0,0,0,0
61,20521,1436,0,0,0,0,0
61,20992,1411,0,0,0,0,0
61,20777,1384,0,0,0,0,0
61,20553,1378,0,0,0,0,0
61,20574,1374,0,0,0,0,0
61,20676,1379,0,0,0,0,0
61,20465,1337,0,0,0,0,0
61,20684,1382,0,0,0,0,0
61,20474,1384,0,0,0,0,0
61,20529,1394,0,0,0,0,0
61,21032,1392,0,0,0,0,0
62,21794,1435,0,0,0,0,0
62,20429,1372,0,0,0,0,0
62,25723,1360,0,0,0,0,0
62,19653,1281,0,0,0,0,0
62,19674,1341,0,0,0,0,0
62,20447,1345,0,0,0,0,0
62,19684,1362,0,0,0,0,0
62,20427,1376,0,0,0,0,0
62,20726,1320,0,0,0,0,0
62,20043,1363,0,0,0,0,0
62,20151,1341,0,0,0,0,0
62,20331,1380,0,0,0,0,0
62,20126,1405,0,0,0,0,0
62,20455,1352,0,0,0,0,0
62,20340,1381,0,0,0,0,0
62,20425,1380,0,0,0,0,0
62,20502,1358,0,0,0,0,0
62,20612,1373,0,0,0,0,0
62,20505,1393,0,0,0,0,0
62,20410,1402,0,0,0,0,0
63,30889,1577,0,0,0,0,0
63,20788,1419,0,0,0,0,0
63,20657,1358,0,0,0,0,0
63,20588,1405,0,0,0,0,0
63,20265,1393,0,0,0,0,0
63,20673,1382,0,0,0,0,0
63,20437,1360,0,0,0,0,0
63,20391,1384,0,0,0,0,0
63,20139,1380,0,0,0,0,0
63,20315,1304,0,0,0,0,0
63,20428,1387,0,0,0,0,0
63,20356,1349,0,0,0,0,0
63,20308,1401,0,0,0,0,0
63,20501,1364,0,0,0,0,0
63,20463,1440,0,0,0,0,0
63,20314,1367,0,0,0,0,0
63,20255,1378,0,0,0,0,0
63,20555,1357,0,0,0,0,0
63,20231,1368,0,0,0,0,0
63,20133,1328,0,0,0,0,0
64,24224,1475,0,0,0,0,0
64,21467,1412,0,0,0,0,0
64,21105,1391,0,0,0,0,0
64,20969,1352,0,0,0,0,0
64,22073,1470,0,0,0,0,0
64,21415,1385,0,0,0,0,0
64,20794,1389,0,0,0,0,0
64,20910,1457,0,0,0,0,0
64,20764,1351,0,0,0,0,0
64,20697,1365,0,0,0,0,0
64,21043,1405,0,0,0,0,0
64,20862,1319,0,0,0,0,0
64,20947,1329,0,0,0,0,0
64,20572,1389,0,0,0,0,0
64,20970,1392,0,0,0,0,0
64,20621,1395,0,0,0,0,0
64,20464,1376,0,0,0,0,0
64,23580,1340,0,0,0,0,0
64,20504,1354,0,0,0,0,0
64,20377,1363,0,0,0,0,0
65,23897,1537,0,0,0,0,0
65,21214,1407,0,0,0,0,0
65,20793,1343,0,0,0,0,0
65,20562,1371,0,0,0,0,0
65,20295,1328,0,0,0,0,0
65,20764,1333,0,0,0,0,0
65,20240,1331,0,0,0,0,0
65,20831,1306,0,0,0,0,0
65,20547,1360,0,0,0,0,0
65,21212,1525,0,0,0,0,0
65,20806,1366,0,0,0,0,0
65,20397,1383,0,0,0,0,0
65,20681,1416,0,0,0,0,0
65,20285,1345,0,0,0,0,0
65,20552,1414,0,0,0,0,0
65,20521,1400,0,0,0,0,0
65,20214,1373,0,0,0,0,0
65,20323,1392,0,0,0,0,0
65,20229,1337,0,0,0,0,0
65,20268,1471,0,0,0,0,0
66,24539,1527,0,0,0,0,0
66,21132,1434,0,0,0,0,0
66,21027,1406,0,0,0,0,0
66,20434,1373,0,0,0,0,0
66,20770,1447,0,0,0,0,0
66,20700,1444,0,0,0,0,0
66,20627,1390,0,0,0,0,0
66,20322,1436,0,0,0,0,0
66,20536,1461,0,0,0,0,0
66,20677,1455,0,0,0,0,0
66,20494,1407,0,0,0,0,0
66,20207,1378,0,0,0,0,0
66,20394,1343,0,0,0,0,0
66,20409,1341,0,0,0,0,0
66,20631,1440,0,0,0,0,0
66,20701,1438,0,0,0,0,0
66,20621,1401,0,0,0,0,0
66,24483,1405,0,0,0,0,0
66,20739,1377,0,0,0,0,0
66,20500,1368,0,0,0,0,0
67,23949,1578,0,0,0,0,0
67,21341,1499,0,0,0,0,0
67,20693,1469,0,0,0,0,0
67,20523,1330,0,0,0,0,0
67,21134,1437,0,0,0,0,0
67,20906,1494,0,0,0,0,0
67,20713,1403,0,0,0,0,0
67,21078,1422,0,0,0,0,0
67,20536,1366,0,0,0,0,0
67,20562,1405,0,0,0,0,0
67,20718,1404,0,0,0,0,0
67,20532,1374,0,0,0,0,0
67,20454,1356,0,0,0,0,0
67,20699,1370,0,0,0,0,0
67,20515,1348,0,0,0,0,0
67,20551,1441,0,0,0,0,0
67,20601,1401,0,0,0,0,0
67,20621,1387,0,0,0,0,0
67,20799,1434,0,0,0,0,0
67,20366,1362,0,0,0,0,0
68,24173,1479,0,0,0,0,0
68,20938,1394,0,0,0,0,0
68,20941,1351,0,0,0,0,0
68,20867,1359,0,0,0,0,0
68,20859,1391,0,0,0,0,0
68,20728,1365,0,0,0,0,0
68,20771,1390,0,0,0,0,0
68,20633,1326,0,0,0,0,0
68,20866,1344,0,0,0,0,0
68,20787,1324,0,0,0,0,0
68,21019,1286,0,0,0,0,0
68,20713,1366,0,0,0,0,0
68,21565,1397,0,0,0,0,0
68,20697,1319,0,0,0,0,0
68,20918,1384,0,0,0,0,0
68,20876,1356,0,0,0,0,0
68,21081,1338,0,0,0,0,0
68,21343,1367,0,0,0,0,0
68,21256,1349,0,0,0,0,0
68,20694,1369,0,0,0,0,0
69,24464,1524,0,0,0,0,0
69,21930,1380,0,0,0,0,0
69,21186,1449,0,0,0,0,0
69,21163,1380,0,0,0,0,0
69,21083,1442,0,0,0,0,0
69,21153,1387,0,0,0,0,0
69,21422,1420,0,0,0,0,0
69,21395,1433,0,0,0,0,0
69,21170,1475,0,0,0,0,0
69,21642,1462,0,0,0,0,0
69,21164,1452,0,0,0,0,0
69,20873,1522,0,0,0,0,0
69,21278,1476,0,0,0,0,0
69,21429,1420,0,0,0,0,0
69,21157,1481,0,0,0,0,0
69,21273,1415,0,0,0,0,0
69,21116,1387,0,0,0,0,0
69,21273,1341,0,0,0,0,0
69,21260,1370,0,0,0,0,0
69,21564,1401,0,0,0,0,0
70,24779,1544,0,0,0,0,0
70,21818,1444,0,0,0,0,0
70,21439,1381,0,0,0,0,0
70,21353,1361,0,0,0,0,0
70,20986,1397,0,0,0,0,0
70,21748,1390,0,0,0,0,0
70,21305,1345,0,0,0,0,0
70,21130,1329,0,0,0,0,0
70,21067,1391,0,0,0,0,0
70,21465,1366,0,0,0,0,0
70,21351,1414,0,0,0,0,0
70,21208,1325,0,0,0,0,0
70,21274,1329,0,0,0,0,0
70,21275,1350,0,0,0,0,0
70,21407,1317,0,0,0,0,0
70,21558,1320,0,0,0,0,0
70,21338,1291,0,0,0,0,0
70,21076,1288,0,0,0,0,0
70,21344,1348,0,0,0,0,0
70,21115,1283,0,0,0,0,0
71,23946,1510,0,0,0,0,0
71,20960,1947,0,0,0,0,0
71,21107,1340,0,0,0,0,0
71,20925,1335,0,0,0,0,0
71,21007,1317,0,0,0,0,0
71,20716,1335,0,0,0,0,0
71,20886,1335,0,0,0,0,0
71,20561,1336,0,0,0,0,0
71,20392,1295,0,0,0,0,0
71,20537,1383,0,0,0,0,0
71,20158,1309,0,0,0,0,0
71,20270,1253,0,0,0,0,0
71,20753,1269,0,0,0,0,0
71,20523,1298,0,0,0,0,0
71,20545,1332,0,0,0,0,0
71,20672,1334,0,0,0,0,0
71,20616,1337,0,0,0,0,0
71,20568,1340,0,0,0,0,0
71,20519,1377,0,0,0,0,0
71,20738,1277,0,0,0,0,0
72,24749,1494,0,0,0,0,0
72,21506,1389,0,0,0,0,0
72,21749,1420,0,0,0,0,0
72,21549,1527,0,0,0,0,0
72,21644,1424,0,0,0,0,0
72,21508,1338,0,0,0,0,0
72,21811,1447,0,0,0,0,0
72,21579,1401,0,0,0,0,0
72,21451,1428,0,0,0,0,0
72,21171,1397,0,0,0,0,0
72,21227,1317,0,0,0,0,0
72,21138,1335,0,0,0,0,0
72,21426,1317,0,0,0,0,0
72,21313,1467,0,0,0,0,0
72,21416,1373,0,0,0,0,0
72,21442,1396,0,0,0,0,0
72,21252,1351,0,0,0,0,0
72,21360,1404,0,0,0,0,0
72,21511,1413,0,0,0,0,0
72,21247,1321,0,0,0,0,0
73,24226,1513,0,0,0,0,0
73,21428,1398,0,0,0,0,0
73,21305,1380,0,0,0,0,0
73,20937,1383,0,0,0,0,0
73,21001,1398,0,0,0,0,0
73,20978,1341,0,0,0,0,0
73,21162,1341,0,0,0,0,0
73,24763,1363,0,0,0,0,0
73,22118,1500,0,0,0,0,0
73,22794,1366,0,0,0,0,0
73,21679,1494,0,0,0,0,0
73,21247,1484,0,0,0,0,0
73,23326,1380,0,0,0,0,0
73,21360,1403,0,0,0,0,0
73,23765,1414,0,0,0,0,0
73,21431,1505,0,0,0,0,0
73,21265,1446,0,0,0,0,0
73,21820,1482,0,0,0,0,0
73,21181,1443,0,0,0,0,0
73,35439,1441,0,0,0,0,0
74,24594,1598,0,0,0,0,0
74,21250,1403,0,0,0,0,0
74,21888,1448,0,0,0,0,0
74,21426,1439,0,0,0,0,0
74,21428,1385,0,0,0,0,0
74,21239,1403,0,0,0,0,0
74,21337,1332,0,0,0,0,0
74,21108,1377,0,0,0,0,0
74,21277,1268,0,0,0,0,0
74,21199,1387,0,0,0,0,0
74,21381,1340,0,0,0,0,0
74,26639,1398,0,0,0,0,0
74,21588,1404,0,0,0,0,0
74,21419,1354,0,0,0,0,0
74,21495,1355,0,0,0,0,0
74,24255,1414,0,0,0,0,0
74,20748,1408,0,0,0,0,0
74,20981,1353,0,0,0,0,0
74,21079,1340,0,0,0,0,0
74,21162,1423,0,0,0,0,0
75,24438,1493,0,0,0,0,0
75,21506,1353,0,0,0,0,0
75,21291,1354,0,0,0,0,0
75,20957,1344,0,0,0,0,0
75,20931,1332,0,0,0,0,0
75,21002,1335,0,0,0,0,0
75,21385,1289,0,0,0,0,0
75,42024,1358,0,0,0,0,0
75,21315,1354,0,0,0,0,0
75,21290,1315,0,0,0,0,0
75,21108,1334,0,0,0,0,0
75,21151,1262,0,0,0,0,0
75,21420,1233,0,0,0,0,0
75,21158,1293,0,0,0,0,0
75,21005,1314,0,0,0,0,0
75,21083,1233,0,0,0,0,0
75,20992,1313,0,0,0,0,0
75,21541,1282,0,0,0,0,0
75,21716,1331,0,0,0,0,0
75,21083,1258,0,0,0,0,0
76,24668,1504,0,0,0,0,0
76,21957,1317,0,0,0,0,0
76,21766,1445,0,0,0,0,0
76,21961,1427,0,0,0,0,0
76,21656,1362,0,0,0,0,0
76,21887,1306,0,0,0,0,0
76,21744,1334,0,0,0,0,0
76,21249,1358,0,0,0,0,0
76,21096,1408,0,0,0,0,0
76,21800,1392,0,0,0,0,0
76,21487,1310,0,0,0,0,0
76,21699,1256,0,0,0,0,0
76,21519,1279,0,0,0,0,0
76,21512,1358,0,0,0,0,0
76,21523,1359,0,0,0,0,0
76,21790,1388,0,0,0,0,0
76,21445,1370,0,0,0,0,0
76,21464,1384,0,0,0,0,0
76,21465,1353,0,0,0,0,0
76,21737,1402,0,0,0,0,0
77,24218,1494,0,0,0,0,0
77,21351,1363,0,0,0,0,0
77,21180,1349,0,0,0,0,0
77,20897,1330,0,0,0,0,0
77,21104,1320,0,0,0,0,0
77,21409,1318,0,0,0,0,0
77,21097,1311,0,0,0,0,0
77,21393,1266,0,0,0,0,0
77,21173,1299,0,0,0,0,0
77,21321,1295,0,0,0,0,0
77,21238,1262,0,0,0,0,0
77,21248,1237,0,0,0,0,0
77,21033,1253,0,0,0,0,0
77,21777,1266,0,0,0,0,0
77,21483,1321,0,0,0,0,0
77,21879,1384,0,0,0,0,0
